query,id,timestamp_utc,local_time,user_screen_name,text,possibly_sensitive,retweet_count,like_count,reply_count,lang,to_username,to_userid,to_tweetid,source_name,source_url,user_location,lat,lng,user_id,user_name,user_verified,user_description,user_url,user_image,user_tweets,user_followers,user_friends,user_likes,user_lists,user_created_at,user_timestamp_utc,collected_via,match_query,retweeted_id,retweeted_user,retweeted_user_id,retweeted_timestamp_utc,quoted_id,quoted_user,quoted_user_id,quoted_timestamp_utc,collection_time,url,place_country_code,place_name,place_type,place_coordinates,links,domains,media_urls,media_files,media_types,mentioned_names,mentioned_ids,hashtags,intervention_type,intervention_text,intervention_url
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1084016193495810049,1547284575,2019-01-12T09:16:15,SusanMcKay15,My piece on the plight of women in the North: Abortion law change: Is Northern Ireland really next? https://www.irishtimes.com/news/social-affairs/abortion-law-change-is-northern-ireland-really-next-1.3753579#.XDmwFWjYXxg.twitter via @IrishTimes,0,106,165,22,en,,,,Twitter Web Client,http://twitter.com,Derry to Skerries ,,,2221897504,Susan McKay,0,Derry Girl (we never grow out of it). Writer. Arts Council NI Major Individual Award. New book “Northern Protestants - On Shifting Ground” now available.,http://www.susanmckay.ie,https://pbs.twimg.com/profile_images/965342528051531776/2c4rdqp7_normal.jpg,6208,12626,2119,10792,76,2013-12-12T17:50:31,1386870631,scraping,1,,,,,,,,,2022-03-28T13:55:42.604763,https://twitter.com/SusanMcKay15/statuses/1084016193495810049,,,,,https://www.irishtimes.com/news/social-affairs/abortion-law-change-is-northern-ireland-really-next-1.3753579#.XDmwFWjYXxg.twitter,irishtimes.com,,,,irishtimes,15084853,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083869723844997120,1547249654,2019-01-11T23:34:14,LifeNewsHQ,Irish Hospitals Having “Difficulty” Doing Abortions Because Staffers Won’t Kill Babies http://bit.ly/2RlLDcR #Dublin #Ireland https://twitter.com/LifeNewsHQ/status/1083869723844997120/photo/1,0,53,116,15,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:42.606086,https://twitter.com/LifeNewsHQ/statuses/1083869723844997120,,,,,http://bit.ly/2RlLDcR,bit.ly,https://pbs.twimg.com/media/DwqtvV6UwAA6e95.jpg,1083869723844997120_DwqtvV6UwAA6e95.jpg,photo,,,dublin|ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083853999256801280,1547245905,2019-01-11T22:31:45,angelo_bottone,"Abortion is legal in Ireland, but doctors are not signing up to perform them https://aleteia.org/2019/01/11/abortion-is-legal-in-ireland-but-doctors-are-not-signing-up-to-perform-them/",0,22,55,3,en,,,,Twitter for Android,http://twitter.com/download/android,"Dublin City, Ireland",,,737278778477535232,Angelo Bottone,0,"Philosophy lecturer. Research officer at @ionainstitute. Distributist. Abruzzese. https://t.co/NcXGjcRYEj
https://t.co/rsGkNllTwz",https://lbry.tv/@angelo.bottone:9,https://pbs.twimg.com/profile_images/817264834823606273/Q-8Tfool_normal.jpg,33893,3689,4880,48226,21,2016-05-30T13:45:33,1464615933,scraping,1,,,,,,,,,2022-03-28T13:55:42.606872,https://twitter.com/angelo_bottone/statuses/1083853999256801280,,,,,https://aleteia.org/2019/01/11/abortion-is-legal-in-ireland-but-doctors-are-not-signing-up-to-perform-them/,aleteia.org,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083708300544360448,1547211167,2019-01-11T12:52:47,TippForChoice,"We are so grateful to our health workers & hospital staff for working so hard to get supports in place. Every maternity unit in Ireland is now equipped to provide at least some abortion care. This is good progress.
#FreeSafeLegalLocal 
#WeWillProvide « freesafelegal: We welcome the news today that all 19 maternity units in Ireland are providing some level of abortion care & all hospitals are providing abortions in emergency situations.  https://www.irishtimes.com/news/health/all-19-maternity-units-now-provide-some-level-of-abortion-care-department-1.3754014 #FreeSafeLegalLocal #Repealedthe8th #NeverAgain https://twitter.com/freesafelegal/status/1083702564925755392/photo/1 — https://twitter.com/freesafelegal/status/1083702564925755392 »",0,20,43,3,en,,,,Twitter for Android,http://twitter.com/download/android,"Co Tipperary, Ireland",,,700669913745088513,Tipp For Choice,0,"We #repealedthe8th, now we're advocating for #freesafelegalLOCAL abortion care. Help out with #RepealReview! Member of @freesafelegal. #TippRepealers",http://tippforchoice.wordpress.com,https://pbs.twimg.com/profile_images/1003025230548348929/r8WHmWIU_normal.jpg,3693,1937,1705,3355,28,2016-02-19T13:15:00,1455887700,scraping,1,,,,,1083702564925755392,freesafelegal,1096875997,1547209800,2022-03-28T13:55:42.608917,https://twitter.com/TippForChoice/statuses/1083708300544360448,,,,,https://twitter.com/freesafelegal/status/1083702564925755392|https://www.irishtimes.com/news/health/all-19-maternity-units-now-provide-some-level-of-abortion-care-department-1.3754014,twitter.com|irishtimes.com,https://pbs.twimg.com/media/Dwn6kR7XgAAvCL0.jpg,1083702564925755392_Dwn6kR7XgAAvCL0.jpg,photo,,,freesafelegallocal|neveragain|repealedthe8th|wewillprovide,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083525107606159360,1547167491,2019-01-11T00:44:51,LifeNewsHQ,All 19 Maternity Hospitals in Ireland Now Kill Babies in Abortions http://bit.ly/2Cicr3A #Dublin #Ireland https://twitter.com/LifeNewsHQ/status/1083525107606159360/photo/1,0,24,8,10,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:42.610051,https://twitter.com/LifeNewsHQ/statuses/1083525107606159360,,,,,http://bit.ly/2Cicr3A,bit.ly,https://pbs.twimg.com/media/Dwl0SuVVYAErSb6.jpg,1083525107606159360_Dwl0SuVVYAErSb6.jpg,photo,,,dublin|ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083442408115838977,1547147774,2019-01-10T19:16:14,freesafelegal,"Just published! Read our own @Anna_Carnegie's article on @prospect_uk about why the fight for abortion rights in Ireland isn't over for ARC and everyone.
https://www.prospectmagazine.co.uk/other/abortion-is-legal-in-ireland-but-the-fight-isnt-over
#Repealedthe8th #FreeSafeLegal #NoOneLeftBehind",0,12,25,2,en,,,,Twitter Web Client,http://twitter.com,Ireland,,,1096875997,Abortion Rights IE,1,We are an all volunteer group of grassroots activists working on the campaign for #FreeSafeLegalLocal abortion in Ireland #Now4NI,http://www.abortionrightscampaign.ie,https://pbs.twimg.com/profile_images/1415967938927120385/ZLBB5f6R_normal.jpg,45790,26314,4966,18139,221,2013-01-17T01:39:13,1358386753,scraping,1,,,,,,,,,2022-03-28T13:55:42.611777,https://twitter.com/freesafelegal/statuses/1083442408115838977,,,,,https://www.prospectmagazine.co.uk/other/abortion-is-legal-in-ireland-but-the-fight-isnt-over,prospectmagazine.co.uk,,,,anna_carnegie|prospect_uk,381176378|21417687,freesafelegal|nooneleftbehind|repealedthe8th,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083417477130932225,1547141830,2019-01-10T17:37:10,ReginaMagOnline,In the same week as abortion started happening in Ireland.😟 https://www.irishmirror.ie/news/irish-news/snake-found-beach-irish-coast-13809956?fbclid=IwAR3nvjjluGf8S9vGubX0BhtRJitFh5l5GtHZf3Wk56UARpHDjjzzkG3DNsk,0,31,29,4,en,,,,Facebook,http://www.facebook.com/twitter,,,,2452866164,Regina Magazine,0,"INSPIRING · INTELLIGENT · CATHOLIC Drawing together extraordinary writers, photographers, & artists with a vibrant faith. https://t.co/Sv7GVTmJp5",http://reginamag.com,https://pbs.twimg.com/profile_images/905017978017767424/JLaAqRf-_normal.jpg,16140,2786,351,53,30,2014-04-19T09:36:10,1397900170,scraping,1,,,,,,,,,2022-03-28T13:55:42.613700,https://twitter.com/ReginaMagOnline/statuses/1083417477130932225,,,,,https://www.irishmirror.ie/news/irish-news/snake-found-beach-irish-coast-13809956,irishmirror.ie,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083386742672187392,1547134502,2019-01-10T15:35:02,ITWomensPodcast,"The Women's Podcast: http://bit.ly/2O31FFY 

Abortion became legal in Ireland on January 1st 2019. How can someone facing an unplanned pregnancy access support & information about their choices?

@roisiningle talks to Helen Deely of the HSE about ' MyOptions' https://twitter.com/ITWomensPodcast/status/1083386742672187392/photo/1",0,19,20,9,en,,,,Sendible,https://app.sendible.com,,,,3377494852,TheWomensPodcast,1,"Every Thursday: Feminism, humour, health, sex & more. 
Presenters @roisiningle & @KathySheridanIT 
Contact: https://t.co/5AvUaWS2Lm",https://www.irishtimes.com/life-and-style/people/the-women-s-podcast,https://pbs.twimg.com/profile_images/1499680200925270024/hzS3zVqq_normal.jpg,6431,11842,1190,1888,106,2015-07-15T15:27:29,1436974049,scraping,1,,,,,,,,,2022-03-28T13:55:42.614776,https://twitter.com/ITWomensPodcast/statuses/1083386742672187392,,,,,http://bit.ly/2O31FFY,bit.ly,https://pbs.twimg.com/media/Dwj2f9uXQAEFaMN.jpg,1083386742672187392_Dwj2f9uXQAEFaMN.jpg,photo,roisiningle,20971849,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083338085717499904,1547122901,2019-01-10T12:21:41,roisiningle,I just had a normal chat about abortion on @ITWomensPodcast One where the supports from @HSELive for women and girls facing a crisis pregnancy were calmly discussed. Ireland looks after her women & girls now. http://myoptions.ie ❤️ #repealedthe8th Ep up later today ...,0,11,72,1,en,,,,Twitter for iPhone,http://twitter.com/download/iphone,Dublin,,,20971849,Róisín Ingle,1,"Writer, Podcaster, Columnist, Ukulele/Taylor enthusiast @itwomenspodcast @irishtimes https://t.co/yCE97VzPYd",http://irishtimes.com,https://pbs.twimg.com/profile_images/1500078876441120768/j-sNxozr_normal.jpg,73601,77378,13084,92898,408,2009-02-16T08:56:11,1234774571,scraping,1,,,,,,,,,2022-03-28T13:55:42.615476,https://twitter.com/roisiningle/statuses/1083338085717499904,,,,,http://myoptions.ie,myoptions.ie,,,,hselive|itwomenspodcast,69298376|3377494852,repealedthe8th,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083121730175094785,1547071318,2019-01-09T22:01:58,maraclarke,I'm gonna keep saying it and saying it. Legal abortion in Ireland is great but ACCESSIBLE TO EVERYONE abortion in Ireland is still in the future. People are still travelling. @AbortionSupport is still helping,,31,108,0,en,,,,Twitter for Android,http://twitter.com/download/android,"England, United Kingdom",,,25466744,Mara Clarke,0,Founder of @AbortionSupport. Member of #AbortionWithoutBorders/ #AborcjaBezGranic. Often powered by rage. Happy to help. https://t.co/bzCkZctRXC,http://www.asn.org.uk,https://pbs.twimg.com/profile_images/1016794582963703808/uqrl_q_-_normal.jpg,15013,4958,3025,24179,87,2009-03-20T05:30:19,1237527019,scraping,1,,,,,,,,,2022-03-28T13:55:42.616081,https://twitter.com/maraclarke/statuses/1083121730175094785,,,,,,,,,,abortionsupport,50308435,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1083053287501451264,1547055000,2019-01-09T17:30:00,SisterSupporter,"We contributed to this @Dazed piece by @AnnaCafolla talking about why buffer zones are drastically needed in Ireland, & everywhere else. Within the first two days of abortion services being provided in Ireland, the anti-choice picket fence had formed. http://www.dazeddigital.com/politics/article/42791/1/anti-choice-abortion-activists-galway-protest-ireland-clinics",0,11,17,0,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,"Ealing, London",,,4572072394,SisterSupporter,0,We are a group of Ealing residents who secured the UK’s first ever buffer zone at our local abortion clinic. Now for the rest of the UK 💗.  #endharassment,http://sistersupporter.co.uk/,https://pbs.twimg.com/profile_images/1006824601790369793/xay66hRa_normal.jpg,2054,2869,896,2971,10,2015-12-22T22:11:44,1450822304,scraping,1,,,,,,,,,2022-03-28T13:55:42.618075,https://twitter.com/SisterSupporter/statuses/1083053287501451264,,,,,http://www.dazeddigital.com/politics/article/42791/1/anti-choice-abortion-activists-galway-protest-ireland-clinics,dazeddigital.com,,,,annacafolla|dazed,75830277|15317676,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082997883513831425,1547041791,2019-01-09T13:49:51,Nurses4lifeIrl,Will Ireland see the extermination of babies diagnosed with Trisomy 21 if mothers say they can't cope mentally? @simonharristd @michealmartintd German man who survived abortion dies aged 21 https://www.irishtimes.com/news/world/europe/german-man-who-survived-abortion-dies-aged-21-1.3752247#.XDX7vhja2fM.twitter via @IrishTimesWorld,0,17,29,1,en,,,,Twitter Web Client,http://twitter.com,Ireland,,,965258232754311169,Nurses & Midwives 4Life Ireland,0,"Nurses & midwives who believe the unborn child, like her mother, has a right to life. https://t.co/IVqPwxsSvp…",https://m.facebook.com/Nurses4LifeIrl/?ref=bookmarks,https://pbs.twimg.com/profile_images/1058871860581023747/fWpiJkXm_normal.jpg,1629,1919,2503,324,13,2018-02-18T16:14:31,1518970471,scraping,1,,,,,,,,,2022-03-28T13:55:42.619746,https://twitter.com/Nurses4lifeIrl/statuses/1082997883513831425,,,,,https://www.irishtimes.com/news/world/europe/german-man-who-survived-abortion-dies-aged-21-1.3752247#.XDX7vhja2fM.twitter,irishtimes.com,,,,irishtimesworld|michealmartintd|simonharristd,1114319616|114007914|21117425,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082724539904094209,1546976621,2019-01-08T19:43:41,bronaghwaugh,"*Terms & conditions apply. Excludes Northern Ireland. 

**See also: Ban on abortion in Northern Ireland & Equal Marriage unavailable. In 2019. Still. « GraziaUK: Women In The UK Can Now Take The Abortion Pill At Home https://bit.ly/2Vvaz0b https://twitter.com/GraziaUK/status/1080891520646033408/photo/1 — https://twitter.com/GraziaUK/status/1080891520646033408 »",0,36,88,0,en,,,,Twitter for Android,http://twitter.com/download/android,"London, Belfast, Vancouver",,,90020388,Bronagh Waugh,1,"Irish Actress. She/Her. Love Wins.  #TheFall #Unforgotten #DerryGirls #Des #SteelCountry
 Management UK: @cloreclients Press: @pinnaclepruk",,https://pbs.twimg.com/profile_images/1009896635755909120/jrxvfSMU_normal.jpg,18816,120824,2093,47919,277,2009-11-14T21:02:51,1258232571,scraping,1,,,,,1080891520646033408,GraziaUK,17133807,1546539595,2022-03-28T13:55:42.621299,https://twitter.com/bronaghwaugh/statuses/1082724539904094209,,,,,https://bit.ly/2Vvaz0b|https://twitter.com/GraziaUK/status/1080891520646033408,bit.ly|twitter.com,https://pbs.twimg.com/media/DwAZGHvX4AIl8J6.jpg,1080891520646033408_DwAZGHvX4AIl8J6.jpg,photo,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082691042909085696,1546968634,2019-01-08T17:30:34,ForeignPolicy,"Ireland and many other EU countries are becoming more progressive on abortion rights. Poland, on the other hand, is moving backwards. https://buff.ly/2QtZf0o",0,19,23,0,en,,,,Buffer,https://buffer.com,,,,26792275,Foreign Policy,1,"The magazine for global politics, economics, and ideas 🌎 || Sign up for our newsletters: https://t.co/vasoTyHsYj",http://www.foreignpolicy.com,https://pbs.twimg.com/profile_images/1387089996532879364/WYZKsRZu_normal.jpg,130898,1203483,997,1544,19845,2009-03-26T16:57:01,1238086621,scraping,1,,,,,,,,,2022-03-28T13:55:42.621926,https://twitter.com/ForeignPolicy/statuses/1082691042909085696,,,,,https://buff.ly/2QtZf0o,buff.ly,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082684398489657344,1546967050,2019-01-08T17:04:10,prolifelondon,95% of Doctors in Ireland are Refusing to Kill Babies in Abortions https://www.lifenews.com/2019/01/07//#.XDTXxUpqMd4.twitter,0,21,63,5,en,,,,Twitter Web Client,http://twitter.com,"London, Ontario",,,4888596193,londonright2life,0,Promoting respect for Life from conception to natural death,http://www.right2life.ca,https://pbs.twimg.com/profile_images/1143221374539980806/IsVhbBhr_normal.jpg,2172,642,399,1488,7,2016-02-10T15:41:18,1455118878,scraping,1,,,,,,,,,2022-03-28T13:55:42.622507,https://twitter.com/prolifelondon/statuses/1082684398489657344,,,,,https://www.lifenews.com/2019/01/07/#.XDTXxUpqMd4.twitter,lifenews.com,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082612004500561920,1546949790,2019-01-08T12:16:30,Christ_isLight,"The first black woman medical doctor to graduate from Harvard was  Dr. Mildred F Jefferson. She opposed abortion. @RoevWadeMovie is about her and the lies told by pro-aborts that USA fell for, just like Ireland. She lived until 2010, her death went unremarked by media. Why?",,24,35,5,en,,,,Twitter Web Client,http://twitter.com,United States,,,997036813,Believe in the Promise,0,Abraham believed in the Promise. Mary believed in the Promise even as she followed Jesus to Calvary. We're an Easter People! Give thanks in all circumstances!,http://celticmidwife.blogspot.com/,https://pbs.twimg.com/profile_images/1073517394977423362/y5nAAlWT_normal.jpg,31912,996,318,19206,12,2012-12-08T12:02:00,1354968120,scraping,1,,,,,,,,,2022-03-28T13:55:42.623038,https://twitter.com/Christ_isLight/statuses/1082612004500561920,,,,,,,,,,roevwademovie,949682534358675456,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082561769342713857,1546937813,2019-01-08T08:56:53,PattieAileen,95% of Doctors in Ireland are Refusing to Kill Babies in Abortions https://www.lifenews.com/2019/01/07/95-of-doctors-in-ireland-are-refusing-to-kill-babies-in-abortions/#.XDRlv1Q7SAE.twitter,0,80,224,10,en,,,,Twitter for iPhone,http://twitter.com/download/iphone,,,,2522972376,Pattie,0,,,https://pbs.twimg.com/profile_images/824987638893473792/RNvRGJE5_normal.png,21132,782,2316,89805,2,2014-05-25T15:57:57,1401033477,scraping,1,,,,,,,,,2022-03-28T13:55:43.436339,https://twitter.com/PattieAileen/statuses/1082561769342713857,,,,,https://www.lifenews.com/2019/01/07/95-of-doctors-in-ireland-are-refusing-to-kill-babies-in-abortions/#.XDRlv1Q7SAE.twitter,lifenews.com,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082451832675409920,1546911602,2019-01-08T01:40:02,LifeNewsHQ,95% of Doctors in Ireland are Refusing to Kill Babies in Abortions https://buff.ly/2scCPqT #prolife #Catholic https://twitter.com/LifeNewsHQ/status/1082451832675409920/photo/1,0,42,99,7,en,,,,Buffer,https://buffer.com,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:43.438680,https://twitter.com/LifeNewsHQ/statuses/1082451832675409920,,,,,https://buff.ly/2scCPqT,buff.ly,https://pbs.twimg.com/media/DwWkNIoX4AcZkXJ.jpg,1082451832675409920_DwWkNIoX4AcZkXJ.jpg,photo,,,catholic|prolife,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082351301147721732,1546887633,2019-01-07T19:00:33,LifeNewsHQ,Ireland Legalizes Abortions Up to Birth in Some Cases https://buff.ly/2CUoGEG https://twitter.com/LifeNewsHQ/status/1082351301147721732/photo/1,0,8,4,7,en,,,,Buffer,https://buffer.com,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:43.440117,https://twitter.com/LifeNewsHQ/statuses/1082351301147721732,,,,,https://buff.ly/2CUoGEG,buff.ly,https://pbs.twimg.com/media/DwVIxcMWoAMP-md.jpg,1082351301147721732_DwVIxcMWoAMP-md.jpg,photo,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082294495453032449,1546874090,2019-01-07T15:14:50,Nurses4lifeIrl,"We are seeing more nurses, midwives and doctors saying they will have no hand, act or part in abortions - ready to strike so real healthcare becomes the focus not abortion. #life #abortion #Ireland « SimonHarrisTD: Next week we see more providers coming onboard and some current ones expanding services 

I will also be working on safe access zones and on access to contraception. Announcements on next steps on both very shortly.     2/2 — https://twitter.com/SimonHarrisTD/status/1081480310037065728 »",0,22,64,3,en,,,,Twitter for Android,http://twitter.com/download/android,Ireland,,,965258232754311169,Nurses & Midwives 4Life Ireland,0,"Nurses & midwives who believe the unborn child, like her mother, has a right to life. https://t.co/IVqPwxsSvp…",https://m.facebook.com/Nurses4LifeIrl/?ref=bookmarks,https://pbs.twimg.com/profile_images/1058871860581023747/fWpiJkXm_normal.jpg,1629,1919,2503,324,13,2018-02-18T16:14:31,1518970471,scraping,1,,,,,1081480310037065728,SimonHarrisTD,21117425,1546679973,2022-03-28T13:55:43.442053,https://twitter.com/Nurses4lifeIrl/statuses/1082294495453032449,,,,,https://twitter.com/SimonHarrisTD/status/1081480310037065728,twitter.com,,,,,,abortion|ireland|life,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082294103847579649,1546873997,2019-01-07T15:13:17,LifeNewsHQ,95% of Doctors in Ireland are Refusing to Kill Babies in Abortions http://bit.ly/2CaDihE #Dublin #Ireland https://twitter.com/LifeNewsHQ/status/1082294103847579649/photo/1,0,123,312,29,en,,,,TweetDeck,https://about.twitter.com/products/tweetdeck,USA,,,50434933,LifeNews.com,0,https://t.co/0D2kd9rG5j is a pro-life news outlet fighting abortion. Follow us at https://t.co/epcTdZRUKw and https://t.co/XHRmEPKIzM and https://t.co/SqwQowOIjI,http://www.LifeNews.com,https://pbs.twimg.com/profile_images/2237744050/lifenewsfb4_normal.jpg,225251,236955,216984,78941,2725,2009-06-24T20:52:42,1245876762,scraping,1,,,,,,,,,2022-03-28T13:55:43.443407,https://twitter.com/LifeNewsHQ/statuses/1082294103847579649,,,,,http://bit.ly/2CaDihE,bit.ly,https://pbs.twimg.com/media/DwUUvgkU0AAeBTQ.jpg,1082294103847579649_DwUUvgkU0AAeBTQ.jpg,photo,,,dublin|ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082290390072520704,1546873111,2019-01-07T14:58:31,EuropeanWomen,"Women and girls across #Ireland can now access legal abortion services without leaving their country - after decades of campaigning by many inspiring activists. Nollaig na mBan shona diobh go leir! @NWCI #RepealedThe8th
https://www.irishtimes.com/news/social-affairs/nollaig-na-mban-celebrations-mark-overwhelming-year-for-irish-women-1.3749448?mode=amp",0,12,24,0,en,,,,Twitter for Android,http://twitter.com/download/android,Brussels,,,91115300,European Women's Lobby,1,EWL is the largest EU network of women's NGOs promoting #WomensRights & gender equality. For a #FeministEurope & beyond. #IWD #IWD2022 #InternationalWomensDay,http://www.womenlobby.org,https://pbs.twimg.com/profile_images/1030060167986114561/SGAJjCOF_normal.jpg,29378,21561,5765,12041,0,2009-11-19T14:35:44,1258641344,scraping,1,,,,,,,,,2022-03-28T13:55:43.445257,https://twitter.com/EuropeanWomen/statuses/1082290390072520704,,,,,https://www.irishtimes.com/news/social-affairs/nollaig-na-mban-celebrations-mark-overwhelming-year-for-irish-women-1.3749448,irishtimes.com,,,,nwci,58796971,ireland|repealedthe8th,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082245562391506945,1546862423,2019-01-07T12:00:23,CatholicHerald,"Ireland’s new abortion law ‘must be resisted’ by Catholics, says archbishop. http://ow.ly/oKit30ncL9k",0,16,45,2,en,,,,Hootsuite Inc.,https://www.hootsuite.com,,,,18481779,Catholic Herald,1,"Faithful, fearless and fun: the world's best Catholic magazine, founded in 1888, loved by Chesterton, Tolkien and Waugh.",https://catholicherald.co.uk,https://pbs.twimg.com/profile_images/875650062566563841/sntH0tc9_normal.jpg,53417,90450,839,422,1303,2008-12-30T17:05:26,1230656726,scraping,1,,,,,,,,,2022-03-28T13:55:43.446021,https://twitter.com/CatholicHerald/statuses/1082245562391506945,,,,,http://ow.ly/oKit30ncL9k,ow.ly,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082215771328131072,1546855321,2019-01-07T10:02:01,RewireNewsGroup,"Abortion in #Ireland is now free, safe, and legal up to 12 weeks into pregnancy.

Can the rest of the world catch up now? 

https://rewirenews.link/2Ll8OxK",0,63,193,3,en,,,,Buffer,https://buffer.com,,,,14764240,Rewire News Group,1,"Home of @AngryBlackLady Chronicles, @Hegemommy, #BoomLawyered and The Fallout 📧 https://t.co/FG2Insi2fd",http://rewirenewsgroup.com,https://pbs.twimg.com/profile_images/1443242471471947781/XYrwIq24_normal.jpg,97894,83815,3211,28374,2294,2008-05-13T20:35:15,1210710915,scraping,1,,,,,,,,,2022-03-28T13:55:43.447831,https://twitter.com/RewireNewsGroup/statuses/1082215771328131072,,,,,https://rewirenews.link/2Ll8OxK,rewirenews.link,,,,,,ireland,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082188312713023489,1546848774,2019-01-07T08:12:54,Paul71,I notice an increasing harshness creeping into the discourse on Twitter of many who voted for abortion in Ireland. Those who used to seem more reasonable are going to every length to block out the reality of what they've unleashed and hitting out at anyone who challenges them.,,14,56,8,en,,,,Twitter Web Client,http://twitter.com,,,,14695878,Paul71,0,,,https://pbs.twimg.com/profile_images/1024661900506918912/YLCMOD9B_normal.jpg,52409,1551,3687,18310,27,2008-05-08T03:56:56,1210219016,scraping,1,,,,,,,,,2022-03-28T13:55:43.448529,https://twitter.com/Paul71/statuses/1082188312713023489,,,,,,,,,,,,,,,
abortion ireland min_retweets:10 until:2019-01-20 since:2018-12-21 -filter:replies,1082088793677746177,1546825047,2019-01-07T01:37:27,BluegrassPapist,The first abortion in the Republic of Ireland is scheduled for tomorrow at Our Lady of Lourdes hospital. The priests have asked that everyone please pray the woman has a change of heart.,,148,643,34,en,,,,Twitter for iPhone,http://twitter.com/download/iphone,Commonwealth of Kentucky,,,797413056,𝐍𝐢𝐜𝐡𝐨𝐥𝐚𝐬,0,𝟐𝟒 // 𝕮𝖆𝖙𝖍𝖔𝖑𝖎𝖈 // 𝐊𝐚𝐢𝐧𝐭𝐮𝐜𝐤 //🇻🇦🇺🇸✝️⚜️,https://curiouscat.qa/NickFromTwitter,https://pbs.twimg.com/profile_images/1503267077813059586/pnu3BTgn_normal.jpg,27521,2615,774,33280,19,2012-09-02T03:29:44,1346556584,scraping,1,,,,,,,,,2022-03-28T13:55:43.449248,https://twitter.com/BluegrassPapist/statuses/1082088793677746177,,,,,,,,,,,,,,,
